"Vaccine/Exemption","Dose","Geography Type","Geography","School Year","Estimate (%)","Population Size","Percent Surveyed","Footnotes","Number of Exemptions","Survey Type","Not_required"
"Polio",NA,"States","Washington","2015-16",88.7,86492,97.3,"§",NA,"Census",FALSE
"Polio",NA,"States","Washington","2014-15",88.4,88809,96.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Polio",NA,"States","Washington","2013-14",89.1,89165,88.5,NA,NA,"Vol. Response",FALSE
"Polio",NA,"States","Washington","2012-13",91.4,87773,94.7,NA,NA,"Census",FALSE
"Polio",NA,"States","Washington","2016-17",90.6,87142,98.2,"§",NA,"Census",FALSE
"Polio",NA,"States","Washington","2017-18",89.9,85118,96.9,"§",NA,"Census",FALSE
"Polio",NA,"States","Washington","2018-19",90.2,87510,96.9,"§",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Washington","2020-21",93.2,74931,100,"§",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Washington","2021-22",91.3,87256,97.3,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Polio",NA,"States","Nevada","2018-19",95.4,37971,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2016-17",90.4,36885,3.7,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2017-18",93.8,37178,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2015-16",95.6,37118,3.3,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2014-15",93.7,36755,2.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2013-14",94.8,35782,3.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2012-13",97.4,36070,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2019-20",4,37724,NA,"†",1492,"Census",FALSE
"Exemption","Any Exemption","States","Nevada","2020-21",4.4,34171,94.7,"†",1511,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Nevada","2018-19",3.3,37971,NA,"†",1267,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2021-22",4.8,36855,99.2,"†",1779,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2009-10",1,35209,NA,"†",357,"Random Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2011-12",1.5,36557,NA,"†",38,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2012-13",1.8,36070,NA,"†",224,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2015-16",1.9,37118,NA,"†",695,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2013-14",2,35782,NA,"†",724,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2014-15",1.1,36755,NA,"†",401,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2014-15",0.3,36755,NA,NA,92,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2015-16",0.1,37118,NA,NA,37,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2016-17",0.1,36885,NA,NA,53,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2017-18",0.1,37178,NA,NA,26,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2019-20",0.5,37724,NA,"†",170,"Census",FALSE
"Exemption","Medical Exemption","States","Nevada","2018-19",0.2,37971,NA,"†",70,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2020-21",0.8,34171,94.7,"†",278,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Nevada","2021-22",0.4,36855,99.2,"†",164,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Polio",NA,"States","Nevada","2020-21",96.1,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Polio",NA,"States","Nevada","2021-22",92.2,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Nevada","2009-10",1,35209,NA,NA,357,"Random Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2011-12",0.2,36557,NA,NA,4,"2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2012-13",0.7,36070,NA,NA,85,"2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Nevada","2013-14",0.1,35782,NA,"<",7,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2019-20",95,37724,99.9,NA,NA,"Census",FALSE
"Exemption","Any Exemption","States","Nevada","2011-12",1.8,36557,NA,"†",42,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2016-17",4.3,36885,NA,"†",1585,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2016-17",4.4,36885,NA,"†",1638,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2017-18",3.2,37178,NA,"†",1196,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","UTD (unknown disease history)","States","Nevada","2020-21",95.8,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","UTD (unknown disease history)","States","Nevada","2021-22",92.1,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Nevada","2022-23",92.8,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2022-23",NA,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",TRUE
"DTP, DTaP, or DT",NA,"States","Nevada","2022-23",92.2,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Varicella","UTD (unknown disease history)","States","Nevada","2022-23",92.6,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Polio",NA,"States","Nevada","2022-23",92.8,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Exemption","Any Exemption","States","Nevada","2022-23",5.6,34333,89.1,"†",1912,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2022-23",5.2,34333,89.1,"†",1776,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Nevada","2022-23",0.4,34333,89.1,"†",136,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2022-23",92.6,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nevada","2022-23",94.2,34333,89.1,NA,NA,"Vol. Response (Pub.), Census (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nevada","2015-16",97,37118,3.3,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2014-15",96.7,36755,2.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2017-18",96.4,37178,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2016-17",95.7,36885,3.7,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2013-14",95.9,35782,3.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2012-13",96.8,36070,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2011-12",97.8,36557,5.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2021-22",92.1,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nevada","2009-10",98,35209,5.6,NA,NA,"Random Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2015-16",93.4,37118,3.3,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2016-17",90.5,36885,3.7,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2019-20",94.6,37724,99.9,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2020-21",95.8,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2017-18",92.6,37178,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2018-19",94.7,37971,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2016-17",90.9,36885,3.7,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2015-16",94.7,37118,3.3,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2019-20",95.4,37724,99.9,NA,NA,"Census",FALSE
"MMR",NA,"States","Nevada","2020-21",96.1,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Nevada","2017-18",93,37178,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2018-19",95.1,37971,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2021-22",92.7,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2009-10",97.9,35209,5.6,NA,NA,"Random Sample",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2021-22",NA,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",TRUE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2009-10",NA,35209,5.6,NA,NA,"Random Sample",TRUE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2019-20",NA,37724,99.9,NA,NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2020-21",NA,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",TRUE
"DTP, DTaP, or DT",NA,"States","Nevada","2017-18",92.6,37178,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2019-20",94,37724,99.9,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2018-19",95,37971,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2021-22",91.5,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2020-21",95.4,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2009-10",76.5,35209,5.6,NA,NA,"Random Sample",FALSE
"Polio",NA,"States","Nevada","2011-12",98.3,36557,5.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2009-10",98.7,35209,5.6,NA,NA,"Random Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2021-22",93.9,36855,99.2,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nevada","2020-21",97.4,34171,94.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Hepatitis B",NA,"States","Nevada","2018-19",97.4,37971,4.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Nevada","2019-20",95.9,37724,99.9,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2013-14",93.6,35782,3.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2012-13",92.2,36070,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2011-12",90.3,36557,5.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2014-15",92.9,36755,2.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Nevada","2023-24",91.5,31261,91.3,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","Nevada","2023-24",93.4,31261,91.3,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Nevada","2023-24",91.2,31261,91.3,NA,NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Nevada","2023-24",NA,31261,91.3,NA,NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Nevada","2023-24",91.1,31261,91.3,NA,NA,"Census",FALSE
"MMR",NA,"States","Nevada","2023-24",91.9,31261,91.3,NA,NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Nevada","2023-24",91.2,31261,91.3,NA,NA,"Census",FALSE
"Exemption","Any Exemption","States","Nevada","2023-24",7.1,31261,91.3,"†",2213,"Census",FALSE
"Exemption","Medical Exemption","States","Nevada","2023-24",0.9,31261,91.3,"†",271,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2023-24",6.2,31261,91.3,"†",1942,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2021-22",4.4,36855,99.2,"†",1615,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Nevada","2009-10",2,35209,NA,"†",714,"Random Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2017-18",3.1,37178,NA,"†",1170,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2018-19",3.2,37971,NA,"†",1197,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2020-21",3.6,34171,94.7,"†",1232,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Nevada","2019-20",3.5,37724,NA,"†",1322,"Census",FALSE
"Exemption","Any Exemption","States","Nevada","2012-13",2.5,36070,NA,"†",309,"2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2013-14",2,35782,NA,"†",731,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2014-15",1.3,36755,NA,"†",493,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Nevada","2015-16",2,37118,NA,"†",732,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2014-15",94,36755,2.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2013-14",95.6,35782,3.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2012-13",93.6,36070,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2011-12",95.3,36557,5.2,NA,NA,"2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Nevada","2009-10",94.5,35209,5.6,NA,NA,"Random Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2015-16",94.2,37118,3.3,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2014-15",93.2,36755,2.8,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2016-17",90,36885,3.7,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2013-14",94.4,35782,3.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2012-13",96.6,36070,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Nevada","2011-12",97.2,36557,5.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2022-23",94.2,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","UTD (unknown disease history)","States","Virginia","2022-23",95.6,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2022-23",2.2,93271,99.1,"†",2055,"Census",FALSE
"Hepatitis B",NA,"States","Virginia","2022-23",94.5,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2022-23",0.3,93271,99.1,"†",283,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2022-23",1.9,93271,99.1,"†",1772,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2022-23",95.6,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2022-23",97.8,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2022-23",NA,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",TRUE
"MMR",NA,"States","Virginia","2022-23",95.8,93271,1.6,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2023-24",94.2,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2023-24",96.2,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2023-24",NA,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",TRUE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2023-24",93.1,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Hepatitis B",NA,"States","Virginia","2023-24",93.7,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2023-24",93,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2019-20",1.7,99399,NA,"†",1711,"Census",FALSE
"Exemption","Any Exemption","States","Virginia","2020-21",1.5,88273,2,"†",1288,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2018-19",1.7,100394,NA,"†",1722,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2017-18",1.5,100581,NA,"†",1508,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2016-17",1.2,102357,NA,"†",1273,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2016-17",1,102357,NA,"†",1048,"Census",FALSE
"Exemption","Any Exemption","States","Virginia","2009-10",0.9,100891,NA,"†",911,"Random Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2021-22",1.5,95996,96.1,"†",1375,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2017-18",1.1,100581,NA,"†",1125,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2018-19",1.4,100394,NA,"†",1406,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2019-20",1.4,99399,NA,"†",1378,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2020-21",1.2,88273,2,"†",1074,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2021-22",1.8,95996,96.1,"†",1638,"Census",FALSE
"Exemption","Any Exemption","States","Virginia","2011-12",1,101121,NA,"†",76,"2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2015-16",1.2,100074,NA,"†",1155,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2014-15",1.1,103821,NA,"†. *",1195,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2013-14",0.6,105692,NA,"†",619,"2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2012-13",0.5,104826,NA,"†",474,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2023-24",2.1,92633,100,"†",1930,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2023-24",0.3,92633,100,"†",273,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Any Exemption","States","Virginia","2023-24",2.4,92633,100,"†",2204,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","UTD (unknown disease history)","States","Virginia","2023-24",93.1,92633,1.9,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2021-22",0.3,95996,96.1,"†",263,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2012-13",0.4,104826,NA,"†",427,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2011-12",0.8,101121,NA,"†",61,"2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2009-10",0.7,100891,NA,"†",751,"Random Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2015-16",0.9,100074,NA,"†",901,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2014-15",0.8,103821,NA,"†. *",891,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Non-Medical Exemption","States","Virginia","2013-14",0.4,105692,NA,"†",446,"2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2020-21",0.2,88273,2,"†",214,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2019-20",0.3,99399,NA,"†",333,"Census",FALSE
"Exemption","Medical Exemption","States","Virginia","2018-19",0.3,100394,NA,"†",317,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2017-18",0.4,100581,NA,NA,384,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2016-17",0.2,102357,NA,NA,225,"Census",FALSE
"Exemption","Medical Exemption","States","Virginia","2015-16",0.3,100074,NA,NA,254,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2014-15",0.3,103821,NA,"*",305,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2018-19",93.5,100394,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2017-18",93.5,100581,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2016-17",93.6,102357,4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2012-13",94.1,104826,4.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2013-14",93.3,105692,4.1,NA,NA,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2014-15",91.9,103821,4.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2015-16",93.9,100074,4.3,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2013-14",0.2,105692,NA,NA,173,"2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2012-13",0.1,104826,NA,"<",48,"2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2011-12",0.3,101121,NA,NA,15,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2020-21",94.1,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Exemption","Medical Exemption","States","Virginia","2009-10",0.2,100891,NA,NA,159,"Random Sample",FALSE
"Polio",NA,"States","Virginia","2021-22",94.7,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2014-15",90.4,103821,4.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2011-12",90.6,101121,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2012-13",91.2,104826,4.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2013-14",91.3,105692,4.1,NA,NA,"2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2017-18",98.2,100581,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2019-20",97.6,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2018-19",98,100394,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2021-22",98.3,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Virginia","2020-21",97.7,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2019-20",NA,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",TRUE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2020-21",NA,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",TRUE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2009-10",98.3,100891,4.4,NA,NA,"Random Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","Virginia","2009-10",NA,100891,4.4,NA,NA,"Random Sample",TRUE
"Varicella","1 Dose (unknown disease history)","States","Virginia","2021-22",NA,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",TRUE
"Varicella","UTD (unknown disease history)","States","Virginia","2021-22",94.9,95996,2.8,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","UTD (unknown disease history)","States","Virginia","2020-21",94.1,88273,2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2013-14",93.1,105692,4.1,NA,NA,"2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2014-15",93.4,103821,4.1,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2009-10",92.1,100891,4.4,NA,NA,"Random Sample",FALSE
"MMR",NA,"States","Virginia","2011-12",93,101121,4.3,NA,NA,"2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2012-13",93.1,104826,4.2,NA,NA,"2-Stage Cluster Sample",FALSE
"Polio",NA,"States","Virginia","2019-20",92.7,99399,1.2,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2015-16",95.7,100074,4.3,"†.§",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2016-17",94.1,102357,4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"MMR",NA,"States","Virginia","2017-18",95.5,100581,4.4,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
